HTR	start	end	gene	Identifying_annotation	SRG_type
strain12:HTR23	4476	5708	g806.t1	IPR001005,IPR009057	MYB/SANT
strain12:HTR24	371772	374102	g7796.t1	IPR022198	DUF3723
strain12:HTR27	15330	17735	g16483.t1	IPR021842	DUF3435
strain12:HTR28	55214	58606	g5245.t1	IPR021842	DUF3435
strain12:HTR3	7850	10044	g18409.t1	IPR022198	DUF3723
strain12:HTR33	99304	101812	g16161.t1	IPR013087,IPR021842	DUF3435
strain12:HTR33	134807	137300	g16176.t1	IPR022198	DUF3723
strain12:HTR34	49321	50534	g15031.t1	IPR001005,IPR009057	MYB/SANT
strain12:HTR34	52304	55238	g15033.t1	IPR021842	DUF3435
strain12:HTR34	74721	77228	g15037.t1	IPR013087,IPR021842	DUF3435
strain12:HTR4	14349	16678	g5689.t1	IPR022198	DUF3723
strain12:HTR40	22840	24073	g4037.t1	IPR001005,IPR009057	MYB/SANT
strain12:HTR40	253871	256605	g4130.t1	IPR013087,IPR021842	DUF3435
strain12:HTR40	265720	268235	g4132.t1	IPR013087,IPR021842	DUF3435
strain12:HTR40	323517	327268	g4151.t1	IPR022198	DUF3723
strain12:HTR40	394336	396497	g4177.t1	IPR001005,IPR009057	MYB/SANT
strain12:HTR43	21090	23257	g14690.t1	IPR022198	DUF3723
strain12:HTR43	88512	92032	g14718.t1	IPR021842	DUF3435
strain12:HTR43	136955	139016	g14741.t1	IPR021842	DUF3435
strain12:HTR5	20121	22451	g1083.t1	IPR022198	DUF3723
strain12:HTR56	241266	245062	g9619.t1	IPR022198	DUF3723
strain12:HTR59	4427	7949	g18356.t1	IPR021842	DUF3435
strain12:HTR65	72683	74874	g12219.t1	IPR022198	DUF3723
strain12:HTR65	364028	367786	g12349.t1	IPR022198	DUF3723
strain12:HTR65	368860	371099	g12350.t1	IPR022198	DUF3723
strain12:HTR65	495864	499492	g12399.t1	IPR021842	DUF3435
strain12:HTR7	4934	6592	g3411.t1	IPR022198	DUF3723
strain12:HTR72	1194	4705	g16285.t1	IPR021842	DUF3435
strain12:HTR74	147324	148514	g984.t1	IPR001005	MYB/SANT
strain12:HTR74	200898	204618	g1009.t1	IPR022198	DUF3723
strain12:HTR74	234574	237278	g1021.t1	IPR013087,IPR021842	DUF3435
strain12:HTR78	721	2715	g14371.t1	IPR011010,IPR021842	DUF3435
strain12:HTR78	267219	268490	g14474.t1	IPR001005,IPR009057	MYB/SANT
strain12:HTR8	15882	18213	g17420.t1	IPR022198	DUF3723
strain12:HTR82	15462	16688	g9114.t1	IPR021842	DUF3435
strain12:HTR9	17584	20327	g7269.t1	IPR013087,IPR021842	DUF3435
ESE00019:HTR14	43239	46395	g10196.t1	ENOG503NY7U	PLP
ESE00019:HTR62	373647	374564	g10417.t1	ENOG503P5Q6	CRG
ESE00019:HTR62	588771	589844	g10509.t1	ENOG503P5Q6	CRG
strain12:HTR22	65851	66768	g10782.t1	ENOG503P5Q6	CRG
strain12:HTR22	229333	230244	g10862.t1	ENOG503P5Q6	CRG
LCP05531:HTR17	61953	64640	g10970.t1	PF20255	DUF6066
LCP05531:HTR17	151398	154554	g10997.t1	ENOG503NY7U	PLP
ESE00019:HTR27	366601	367792	g11243.t1	ENOG503NY7U	PLP
ESE00019:HTR27	367902	369842	g11244.t1	ENOG503NY7U	PLP
ESE00019:HTR54	214126	215368	g11685.t1	ENOG503NY7U	PLP
ESE00019:HTR54	215407	217283	g11686.t1	ENOG503NY7U	PLP
IBT25940:HTR23	85495	88679	g11872.t1	ENOG503NY7U	PLP
strain12:HTR21	43370	52783	g12045.t1	PF20255	DUF6066
strain12:HTR21	93223	95604	g12063.t1	ENOG503NY7U	PLP
strain12:HTR65	200230	202049	g12271.t1	ENOG503NY7U	PLP
strain12:HTR65	202315	203457	g12272.t1	ENOG503NY7U	PLP
strain12:HTR14	11730	14846	g1304.t1	ENOG503NY7U	PLP
ESE00019:HTR26	54936	56092	g13136.t1	ENOG503P5Q6	CRG
ESE00019:HTR26	160795	161712	g13181.t1	ENOG503P5Q6	CRG
ESE00019:HTR26	233232	236336	g13210.t1	ENOG503NY7U	PLP
ESE00019:HTR46	103006	106089	g13293.t1	ENOG503NY7U	PLP
LCP05531:HTR36	50556	52226	g13477.t1	ENOG503NY7U	PLP
strain12:HTR14	100373	109918	g1348.t1	PF20255	DUF6066
LCP05531:HTR19	405682	406467	g13908.t1	ENOG503P5Q6	CRG
LCP05531:HTR19	505720	508952	g13943.t1	ENOG503NY7U	PLP
LCP05531:HTR19	665980	668911	g13998.t1	ENOG503NY7U	PLP
strain12:HTR78	97829	98904	g14410.t1	ENOG503P5Q6	CRG
LCP06249:HTR32	52454	53404	g15091.t1	ENOG503P5Q6	CRG
LCP06249:HTR32	118942	122058	g15120.t1	ENOG503NY7U	PLP
strain12:HTR15	15367	16281	g15234.t1	ENOG503P5Q6	CRG
ESE00019:HTR15	38137	40824	g15314.t1	PF20255	DUF6066
IBT25940:HTR43	91348	94532	g15784.t1	ENOG503NY7U	PLP
LCP05531:HTR26	215920	218120	g15948.t1	ENOG503NY7U	PLP
LCP05531:HTR26	224202	225128	g15951.t1	ENOG503NY7U	PLP
strain12:HTR33	150116	153199	g16185.t1	ENOG503NY7U	PLP
strain12:HTR27	70415	72043	g16511.t1	ENOG503NY7U	PLP
LCP06249:HTR7	50852	52671	g16560.t1	ENOG503NY7U	PLP
LCP06249:HTR7	52752	54082	g16561.t1	ENOG503NY7U	PLP
LCP06249:HTR7	123372	124061	g16582.t1	ENOG503NY7U	PLP
LCP06249:HTR7	128116	128823	g16583.t1	ENOG503NY7U	PLP
IBT35664:HTR30	39943	43021	g16816.t1	ENOG503NY7U	PLP
LCP05531:HTR21	167356	168273	g1690.t1	ENOG503P5Q6	CRG
IBT25940:HTR5	306406	308076	g17103.t1	ENOG503NY7U	PLP
IBT25940:HTR5	387530	388860	g17126.t1	ENOG503NY7U	PLP
IBT25940:HTR5	388941	390760	g17127.t1	ENOG503NY7U	PLP
strain12:HTR8	26653	29765	g17427.t1	ENOG503NY7U	PLP
LCP05531:HTR21	304078	307181	g1754.t1	ENOG503NY7U	PLP
LCP05531:HTR21	348431	349618	g1774.t1	ENOG503P5Q6	CRG
ESE00019:HTR10	100160	109705	g17953.t1	PF20255	DUF6066
ESE00019:HTR10	218579	221695	g18006.t1	ENOG503NY7U	PLP
ESE00019:HTR10	255901	256815	g18021.t1	ENOG503P5Q6	CRG
LCP05531:HTR21	467482	468555	g1828.t1	ENOG503P5Q6	CRG
ESE00019:HTR12	91078	92315	g18286.t1	ENOG503NY7U	PLP
ESE00019:HTR12	98052	99880	g18288.t1	ENOG503NY7U	PLP
strain12:HTR3	20861	22670	g18419.t1	ENOG503NY7U	PLP
strain12:HTR3	22729	23092	g18420.t1	ENOG503NY7U	PLP
strain12:HTR3	23136	23968	g18421.t1	ENOG503NY7U	PLP
LCP06093:HTR27	108200	111283	g18494.t1	ENOG503NY7U	PLP
LCP06249:HTR67	318162	321395	g18721.t1	ENOG503NY7U	PLP
LCP05531:HTR21	894597	895873	g2003.t1	ENOG503P5Q6	CRG
LCP05531:HTR21	943186	946290	g2034.t1	ENOG503NY7U	PLP
LCP05531:HTR21	1052355	1053272	g2084.t1	ENOG503P5Q6	CRG
LCP05531:HTR21	1124792	1125892	g2113.t1	ENOG503NY7U	PLP
LCP05531:HTR21	1126179	1126581	g2114.t1	ENOG503NY7U	PLP
LCP05531:HTR21	1126653	1127889	g2115.t1	ENOG503NY7U	PLP
LCP05531:HTR62	40874	42583	g2574.t1	ENOG503NY7U	PLP
strain12:HTR10	33582	34858	g3014.t1	ENOG503P5Q6	CRG
LCP05531:HTR14	105932	107872	g3249.t1	ENOG503NY7U	PLP
LCP05531:HTR14	107982	109173	g3250.t1	ENOG503NY7U	PLP
LCP05531:HTR14	363281	372826	g3324.t1	PF20255	DUF6066
LCP05531:HTR16	36169	39369	g3535.t1	ENOG503NY7U	PLP
IBT35664:HTR16	226760	229939	g3671.t1	ENOG503NY7U	PLP
LCP05531:HTR12	301322	302239	g3845.t1	ENOG503P5Q6	CRG
LCP05531:HTR12	364498	367613	g3866.t1	ENOG503NY7U	PLP
strain12:HTR40	180688	181755	g4096.t1	ENOG503P5Q6	CRG
LCP05531:HTR48	134819	137902	g4274.t1	ENOG503NY7U	PLP
LCP06093:HTR1	269458	272690	g4666.t1	ENOG503NY7U	PLP
LCP06093:HTR1	362230	363386	g4700.t1	ENOG503P5Q6	CRG
IBT35664:HTR4	118468	119728	g4918.t1	ENOG503NY7U	PLP
ESE00019:HTR53	200879	203810	g5065.t1	ENOG503NY7U	PLP
ESE00019:HTR53	516430	517586	g5169.t1	ENOG503P5Q6	CRG
ESE00019:HTR53	610701	613933	g5202.t1	ENOG503NY7U	PLP
ESE00019:HTR57	28090	31170	g5280.t1	ENOG503NY7U	PLP
ESE00019:HTR59	208054	211158	g5384.t1	ENOG503NY7U	PLP
ESE00019:HTR59	311810	312997	g5430.t1	ENOG503P5Q6	CRG
ESE00019:HTR59	439361	442461	g5488.t1	ENOG503NY7U	PLP
ESE00019:HTR59	553255	553914	g5534.t1	ENOG503P5Q6	CRG
ESE00019:HTR59	553982	554334	g5535.t1	ENOG503P5Q6	CRG
LCP06093:HTR15	32973	36052	g5624.t1	ENOG503NY7U	PLP
LCP06093:HTR42	155031	164575	g5910.t1	PF20255	DUF6066
LCP06249:HTR31	90340	93422	g5986.t1	ENOG503NY7U	PLP
LCP06093:HTR32	144257	145508	g619.t1	ENOG503NY7U	PLP
ESE00019:HTR34	82186	84870	g6361.t1	PF20255	DUF6066
LCP06249:HTR55	156579	157391	g6435.t1	ENOG503NY7U	PLP
strain12:HTR2	11471	14577	g6502.t1	ENOG503NY7U	PLP
LCP06093:HTR41	77894	79834	g670.t1	ENOG503NY7U	PLP
LCP06093:HTR41	79944	81135	g671.t1	ENOG503NY7U	PLP
LCP06093:HTR43	180684	181601	g6760.t1	ENOG503P5Q6	CRG
LCP06093:HTR43	321289	324392	g6827.t1	ENOG503NY7U	PLP
LCP06093:HTR43	370875	372062	g6848.t1	ENOG503P5Q6	CRG
LCP06093:HTR43	660056	663172	g6964.t1	ENOG503NY7U	PLP
LCP06093:HTR43	733574	734650	g6994.t1	ENOG503P5Q6	CRG
LCP06249:HTR60	269740	272980	g7113.t1	ENOG503NY7U	PLP
LCP06093:HTR20	188007	190938	g7403.t1	ENOG503NY7U	PLP
LCP06093:HTR37	37081	38323	g7440.t1	ENOG503NY7U	PLP
LCP06093:HTR37	38362	40238	g7441.t1	ENOG503NY7U	PLP
strain12:HTR24	34655	35894	g7645.t1	ENOG503NY7U	PLP
strain12:HTR24	352978	353893	g7785.t1	ENOG503P5Q6	CRG
strain12:HTR24	356094	357613	g7786.t1	ENOG503NY7U	PLP
strain12:HTR24	433968	434621	g7827.t1	ENOG503P5Q6	CRG
strain12:HTR24	434707	434943	g7828.t1	ENOG503P5Q6	CRG
strain12:HTR24	503066	504043	g7856.t1	ENOG503P5Q6	CRG
strain12:HTR24	522211	523128	g7867.t1	ENOG503P5Q6	CRG
strain12:HTR24	538182	538748	g7875.t1	ENOG503P5Q6	CRG
ESE00019:HTR61	37190	46735	g7908.t1	PF20255	DUF6066
LCP06249:HTR33	112052	115159	g8338.t1	ENOG503NY7U	PLP
LCP06249:HTR33	197332	197665	g8379.t1	ENOG503P5Q6	CRG
LCP06249:HTR33	198862	199169	g8380.t1	ENOG503P5Q6	CRG
LCP06249:HTR33	199282	199944	g8381.t1	ENOG503P5Q6	CRG
LCP06249:HTR33	386889	387455	g8466.t1	ENOG503P5Q6	CRG
LCP06249:HTR33	402503	403420	g8474.t1	ENOG503P5Q6	CRG
LCP06249:HTR33	421600	422577	g8482.t1	ENOG503P5Q6	CRG
LCP06249:HTR33	490696	491673	g8510.t1	ENOG503P5Q6	CRG
LCP06249:HTR33	564755	565923	g8550.t1	ENOG503NY7U	PLP
LCP06249:HTR33	568475	569390	g8551.t1	ENOG503P5Q6	CRG
LCP06249:HTR62	119450	119918	g8779.t1	ENOG503NY7U	PLP
LCP06249:HTR62	120069	120901	g8780.t1	ENOG503NY7U	PLP
LCP06249:HTR62	273967	277071	g8850.t1	ENOG503NY7U	PLP
LCP06249:HTR62	434115	436496	g8927.t1	ENOG503NY7U	PLP
LCP06249:HTR62	476928	486341	g8944.t1	PF20255	DUF6066
LCP06249:HTR62	687000	688239	g9027.t1	ENOG503NY7U	PLP
LCP06093:HTR14	154421	157577	g9287.t1	ENOG503NY7U	PLP
LCP06093:HTR14	237891	240578	g9323.t1	PF20255	DUF6066
LCP06249:HTR52	12900	16140	g9386.t1	ENOG503NY7U	PLP
strain12:HTR16	152932	156040	g9515.t1	ENOG503NY7U	PLP
strain12:HTR56	160301	163541	g9586.t1	ENOG503NY7U	PLP
ESE00019:HTR23	82554	83805	g9868.t1	ENOG503NY7U	PLP
LCP05531:HTR14	797	4440	NA	starfish	DUF3435
LCP05531:HTR19	522633	525301	NA	starfish	DUF3435
LCP05531:HTR19	709220	710862	NA	starfish	DUF3435
LCP05531:HTR26	1420	6806	NA	starfish	DUF3435
LCP05531:HTR26	126021	128074	NA	starfish	DUF3435
LCP05531:HTR41	69521	72395	NA	starfish	DUF3435
LCP05531:HTR49	23137	24831	NA	starfish	DUF3435
LCP06093:HTR18	15656	18525	NA	starfish	DUF3435
LCP06093:HTR20	145918	148577	NA	starfish	DUF3435
LCP06093:HTR41	1350	4993	NA	starfish	DUF3435
LCP06093:HTR50	23146	24897	NA	starfish	DUF3435
ESE00019:HTR27	137186	137739	NA	starfish	DUF3435
ESE00019:HTR27	442852	446495	NA	starfish	DUF3435
ESE00019:HTR36	168699	170450	NA	starfish	DUF3435
ESE00019:HTR53	158964	161623	NA	starfish	DUF3435
ESE00019:HTR55	30027	32896	NA	starfish	DUF3435
IBT35664:HTR31	42830	43315	NA	starfish	DUF3435
IBT35664:HTR46	18723	19641	NA	starfish	DUF3435
ESE00090:HTR10	50449	51002	NA	starfish	DUF3435
ESE00090:HTR32	64965	66509	NA	starfish	DUF3435
ESE00090:HTR57	1359	2393	NA	starfish	DUF3435
IBT25940:HTR5	335596	336149	NA	starfish	DUF3435
IBT25940:HTR35	58768	59669	NA	starfish	DUF3435
IBT25940:HTR40	587	1616	NA	starfish	DUF3435
IBT25940:HTR40	5573	6808	NA	starfish	DUF3435
IBT25940:HTR50	15452	18835	NA	starfish	DUF3435
LCP06249:HTR7	95325	95878	NA	starfish	DUF3435
LCP06249:HTR18	68047	69590	NA	starfish	DUF3435
LCP06249:HTR18	74023	74895	NA	starfish	DUF3435
LCP06249:HTR19	63983	66361	NA	starfish	DUF3435
LCP06249:HTR31	234136	236560	NA	starfish	DUF3435
LCP06249:HTR36	999	3931	NA	starfish	DUF3435
LCP06249:HTR64	83458	86974	NA	starfish	DUF3435
strain12:HTR18	73371	73734	NA	starfish	DUF3435
strain12:HTR27	5723	6868	NA	starfish	DUF3435
strain12:HTR32	60698	63116	NA	starfish	DUF3435
strain12:HTR56	453325	458345	NA	starfish	DUF3435
A5P1:HTR12	4007	4333	g254.t1	IPR001005,IPR009057	MYB/SANT
A5P1:HTR24	40922	43757	g1319.t1	IPR021842	DUF3435
A5P1:HTR28	4476	6989	g8135.t1	IPR013087,IPR021842	DUF3435
A5P1:HTR28	20308	23411	g8142.t1	IPR022198	DUF3723
A5P1:HTR28	60692	62080	g8157.t1	IPR001005,IPR009057	MYB/SANT
A5P1:HTR3	1107	3779	g8446.t1	IPR021842	DUF3435
A5P1:HTR3	59658	62249	g8462.t1	IPR022198	DUF3723
A5P1:HTR3	107598	111419	g8484.t1	IPR022198	DUF3723
AF13:HTR1	243780	247225	g2088.t1	IPR022198	DUF3723
AF13:HTR1	305640	309253	g2106.t1	IPR021842	DUF3435
AF13:HTR24	1254	3769	g6536.t1	IPR013087,IPR021842	DUF3435
AF13:HTR24	5873	8384	g6538.t1	IPR022198	DUF3723
AF13:HTR3	11381	12769	g8034.t1	IPR001005,IPR009057	MYB/SANT
AF13:HTR3	50110	53213	g8048.t1	IPR022198	DUF3723
AF13:HTR3	66531	69044	g8055.t1	IPR013087,IPR021842	DUF3435
BCC7051:HTR14	19333	20882	g6988.t1	IPR013087,IPR021842	DUF3435
BCC7051:HTR16	212871	215429	g3931.t1	IPR021842	DUF3435
BCC7051:HTR23	5513	8177	g3026.t1	IPR021842	DUF3435
BCC7051:HTR23	8985	10589	g3027.t1	IPR021842	DUF3435
BCC7051:HTR23	10655	11197	g3028.t1	IPR021842	DUF3435
BCC7051:HTR23	23725	26316	g3033.t1	IPR022198	DUF3723
BCC7051:HTR23	68333	70318	g3048.t1	IPR021842	DUF3435
BCC7051:HTR29	29354	29680	g636.t1	IPR001005,IPR009057	MYB/SANT
BCC7051:HTR35	15341	18057	g3450.t1	IPR021842	DUF3435
BCC7051:HTR35	18070	18954	g3451.t1	IPR001005	MYB/SANT
BCC7051:HTR7	2485	3819	g4936.t1	IPR001005	MYB/SANT
BCC7051:HTR7	38671	41336	g4949.t1	IPR021842	DUF3435
BCC7051:HTR9	15594	18073	g4594.t1	IPR001005,IPR009057,IPR013087	MYB/SANT
BCC7051:HTR9	93783	95690	g4620.t1	IPR022198	DUF3723
BCC7051:HTR9	126347	129026	g4629.t1	IPR022198	DUF3723
BCC7051:HTR9	146852	149047	g4636.t1	IPR011010,IPR013087,IPR021842	DUF3435
CA14:HTR18	29579	29905	g5272.t1	IPR001005,IPR009057	MYB/SANT
CA14:HTR26	72343	76757	g181.t1	IPR022198	DUF3723
CA14:HTR26	116900	119492	g199.t1	IPR022198	DUF3723
CA14:HTR26	175269	177947	g216.t1	IPR021842	DUF3435
CA14:HTR28	40845	43680	g4843.t1	IPR021842	DUF3435
CA14:HTR29	4975	7654	g5687.t1	IPR013087,IPR021842	DUF3435
CA14:HTR29	19619	22202	g5692.t1	IPR022198	DUF3723
KBP3:HTR14	3184	5849	g7105.t1	IPR021842	DUF3435
KBP3:HTR14	43615	46278	g7117.t1	IPR021842	DUF3435
KBP3:HTR14	79925	81277	g7134.t1	IPR001005	MYB/SANT
KBP3:HTR16	104926	108669	g459.t1	IPR022198	DUF3723
KBP3:HTR16	144354	146942	g474.t1	IPR022198	DUF3723
KBP3:HTR16	202792	205464	g491.t1	IPR021842	DUF3435
KBP3:HTR22	3690	4016	g576.t1	IPR001005,IPR009057	MYB/SANT
KBP3:HTR28	15543	18259	g7635.t1	IPR021842	DUF3435
KBP3:HTR28	18272	19156	g7636.t1	IPR001005	MYB/SANT
KBP3:HTR28	832141	839028	g7858.t1	IPR022198	DUF3723
KBP3:HTR28	1361445	1363251	g8011.t1	IPR021842	DUF3435
KBP3:HTR28	1389125	1391856	g8021.t1	IPR021842	DUF3435
KBP3:HTR4	16153	18632	g3988.t1	IPR001005,IPR009057,IPR013087	MYB/SANT
KBP3:HTR4	91326	93233	g4014.t1	IPR022198	DUF3723
KBP3:HTR4	123890	126569	g4024.t1	IPR022198	DUF3723
KBP3:HTR4	144396	146591	g4031.t1	IPR011010,IPR013087,IPR021842	DUF3435
KBP3:HTR6	42362	43911	g2571.t1	IPR013087,IPR021842	DUF3435
KSS2:HTR18	2662	5341	g4377.t1	IPR013087,IPR021842	DUF3435
KSS2:HTR18	17299	19882	g4382.t1	IPR022198	DUF3723
KSS2:HTR18	56209	57125	g4400.t1	IPR021842	DUF3435
KSS2:HTR18	57442	58788	g4401.t1	IPR001005	MYB/SANT
KSS2:HTR2	3295	6130	g8306.t1	IPR011010,IPR013762,IPR021842	DUF3435
KSS2:HTR2	19128	23574	g8312.t1	IPR022198	DUF3723
KSS2:HTR21	3916	4242	g219.t1	IPR001005,IPR009057	MYB/SANT
KSS2:HTR29	942	3605	g4255.t1	IPR021842	DUF3435
KSS2:HTR29	37640	38992	g4272.t1	IPR001005	MYB/SANT
KSS2:HTR31	31592	33787	g520.t1	IPR011010,IPR013087,IPR021842	DUF3435
KSS2:HTR31	51599	54278	g527.t1	IPR022198	DUF3723
KSS2:HTR31	84922	86829	g536.t1	IPR022198	DUF3723
KSS2:HTR31	185813	188425	g573.t1	IPR013087,IPR021842	DUF3435
KSS2:HTR33	43158	45117	g1051.t1	IPR021842	DUF3435
KSS2:HTR33	85814	88405	g1067.t1	IPR022198	DUF3723
KSS2:HTR33	98528	99473	g1071.t1	IPR021842	DUF3435
KSS2:HTR33	112915	115588	g1075.t1	IPR021842	DUF3435
KSS2:HTR4	1673	4231	g1512.t1	IPR021842	DUF3435
KSS2:HTR6	5080	7745	g4345.t1	IPR021842	DUF3435
KSS2:HTR6	56126	57394	g4361.t1	IPR001005	MYB/SANT
MRI410:HTR29	11985	12942	g5489.t1	IPR022198	DUF3723
NRRL3357-2:HTR19	69428	71943	g2132.t1	IPR013087,IPR021842	DUF3435
NRRL3357-2:HTR19	74047	76558	g2134.t1	IPR022198	DUF3723
NRRL3357-2:HTR28	3447	4835	g7571.t1	IPR001005,IPR009057	MYB/SANT
NRRL3357-2:HTR28	42166	45269	g7585.t1	IPR022198	DUF3723
NRRL3357-2:HTR28	58588	61101	g7592.t1	IPR013087,IPR021842	DUF3435
NRRL3357:HTR17	68977	71492	g2598.t1	IPR013087,IPR021842	DUF3435
NRRL3357:HTR17	73596	76107	g2600.t1	IPR022198	DUF3723
NRRL3357:HTR25	3424	4812	g3366.t1	IPR001005,IPR009057	MYB/SANT
NRRL3357:HTR25	42153	45256	g3380.t1	IPR022198	DUF3723
NRRL3357:HTR25	58575	61088	g3387.t1	IPR013087,IPR021842	DUF3435
RIB40:HTR14	31280	32792	g948.t1	IPR021842	DUF3435
RIB40:HTR14	67191	69782	g963.t1	IPR022198	DUF3723
RIB40:HTR14	80097	80684	g967.t1	IPR021842	DUF3435
RIB40:HTR14	81438	86862	g968.t1	IPR021842	DUF3435
RIB40:HTR15	15449	17644	g1814.t1	IPR011010,IPR013087,IPR021842	DUF3435
RIB40:HTR15	35427	38106	g1821.t1	IPR022198	DUF3723
RIB40:HTR15	74298	76205	g1833.t1	IPR022198	DUF3723
RIB40:HTR19	3583	3909	g1448.t1	IPR001005,IPR009057	MYB/SANT
RIB40:HTR23	1823	4488	g3426.t1	IPR021842	DUF3435
RIB40:HTR23	39202	40536	g3439.t1	IPR001005	MYB/SANT
RIB40:HTR24	511	3184	g3079.t1	IPR021842	DUF3435
RIB40:HTR24	11170	12115	g3082.t1	IPR021842	DUF3435
RIB40:HTR24	22293	24884	g3086.t1	IPR022198	DUF3723
RIB40:HTR24	64344	66303	g3102.t1	IPR021842	DUF3435
RIB40:HTR31	1399	5012	g2753.t1	IPR001005,IPR021842	DUF3435-MYB/SANT
RIB40:HTR31	43598	47043	g2765.t1	IPR022198	DUF3723
SMF134:HTR10	2187	3455	g973.t1	IPR001005	MYB/SANT
SMF134:HTR10	56127	58792	g991.t1	IPR021842	DUF3435
SMF134:HTR11	34519	35853	g3237.t1	IPR001005	MYB/SANT
SMF134:HTR11	92588	95253	g3257.t1	IPR021842	DUF3435
SMF134:HTR11	137804	142079	g3277.t1	IPR022198	DUF3723
SMF134:HTR11	162126	164984	g3284.t1	IPR011010,IPR013762,IPR021842	DUF3435
SMF134:HTR29	78613	80520	g5790.t1	IPR022198	DUF3723
SMF134:HTR29	112738	115320	g5801.t1	IPR022198	DUF3723
SMF134:HTR29	168692	171536	g5820.t1	IPR011010,IPR013762,IPR021842	DUF3435
SMF134:HTR29	178798	181120	g5823.t1	IPR011010,IPR013087,IPR021842	DUF3435
SMF134:HTR29	221250	223997	g5840.t1	IPR013087,IPR021842	DUF3435
SMF134:HTR29	309331	311861	g5867.t1	IPR022198	DUF3723
SMF134:HTR29	425357	427859	g5915.t1	IPR022198	DUF3723
SMF134:HTR29	429958	432473	g5917.t1	IPR013087,IPR021842	DUF3435
SMF134:HTR34	133301	135246	g6339.t1	IPR021842	DUF3435
SMF134:HTR34	412733	416205	g6428.t1	IPR022198	DUF3723
SMF134:HTR34	469733	470311	g6446.t1	IPR013087,IPR021842	DUF3435
SMF134:HTR34	524768	528351	g6462.t1	IPR021842	DUF3435
SMF134:HTR34	531594	534153	g6463.t1	IPR021842	DUF3435
SMF134:HTR5	27137	30280	g2215.t1	IPR021842	DUF3435
SMF134:HTR9	207735	214117	g6633.t1	IPR022198	DUF3723
SMF134:HTR9	363142	364475	g6670.t1	IPR001005,IPR009057	MYB/SANT
SMF134:HTR9	387490	390049	g6679.t1	IPR021842	DUF3435
SU-16:HTR1	33847	36326	g1918.t1	IPR001005,IPR009057,IPR013087	MYB/SANT
SU-16:HTR14	71182	73684	g2948.t1	IPR022198	DUF3723
SU-16:HTR14	86754	89269	g2955.t1	IPR013087,IPR021842	DUF3435
SU-16:HTR19	3908	4234	g765.t1	IPR001005,IPR009057	MYB/SANT
SU-16:HTR2	9775	11970	g4967.t1	IPR011010,IPR013087,IPR021842	DUF3435
SU-16:HTR2	29782	32461	g4974.t1	IPR022198	DUF3723
SU-16:HTR2	63091	64998	g4984.t1	IPR022198	DUF3723
SU-16:HTR21	21748	24421	g3838.t1	IPR021842	DUF3435
SU-16:HTR21	32119	33064	g3841.t1	IPR021842	DUF3435
SU-16:HTR21	43219	45810	g3845.t1	IPR022198	DUF3723
SU-16:HTR21	88684	90643	g3862.t1	IPR021842	DUF3435
SU-16:HTR22	21149	23761	g8432.t1	IPR013087,IPR021842	DUF3435
SU-16:HTR23	32908	35743	g2911.t1	IPR011010,IPR013762,IPR021842	DUF3435
SU-16:HTR23	49076	53522	g2916.t1	IPR022198	DUF3723
SU-16:HTR25	16128	18844	g1480.t1	IPR021842	DUF3435
SU-16:HTR25	18857	19741	g1481.t1	IPR001005	MYB/SANT
KSS2:HTR33	70432	73945	g1060.t1	ENOG503NY7U	PLP
KSS2:HTR4	204504	213943	g1567.t1	PF20255	DUF6066
RIB40:HTR15	67199	70653	g1831.t1	ENOG503NY7U	PLP
CA14:HTR26	101548	105061	g192.t1	ENOG503NY7U	PLP
AF13:HTR1	102405	105857	g2047.t1	ENOG503NY7U	PLP
AF13:HTR1	163356	166805	g2067.t1	ENOG503NY7U	PLP
NRRL3357-2:HTR19	88058	92845	g2141.t1	ENOG503NY7U	PLP
NRRL3357:HTR17	87607	92394	g2607.t1	ENOG503NY7U	PLP
RIB40:HTR31	111512	114924	g2784.t1	ENOG503NY7U	PLP
RIB40:HTR31	170133	173545	g2803.t1	ENOG503NY7U	PLP
SU-16:HTR14	55156	59944	g2941.t1	ENOG503NY7U	PLP
BCC7051:HTR23	38180	41693	g3040.t1	ENOG503NY7U	PLP
RIB40:HTR24	36753	40266	g3093.t1	ENOG503NY7U	PLP
SMF134:HTR1	9355	18975	g3215.t1	PF20255	DUF6066
MRI410:HTR37	25031	34724	g3587.t1	PF20255	DUF6066
SU-16:HTR21	57679	61192	g3852.t1	ENOG503NY7U	PLP
BCC7051:HTR16	139782	143000	g3909.t1	ENOG503NY7U	PLP
KBP3:HTR4	96877	100331	g4016.t1	ENOG503NY7U	PLP
KSS2:HTR18	31080	34184	g4389.t1	ENOG503NY7U	PLP
BCC7051:HTR9	99334	102788	g4622.t1	ENOG503NY7U	PLP
KBP3:HTR16	129015	132528	g467.t1	ENOG503NY7U	PLP
SU-16:HTR2	55993	59447	g4982.t1	ENOG503NY7U	PLP
KSS2:HTR31	77824	81278	g534.t1	ENOG503NY7U	PLP
CA14:HTR29	33449	36553	g5698.t1	ENOG503NY7U	PLP
SMF134:HTR29	82566	87683	g5791.t1	ENOG503NY7U	PLP
SMF134:HTR29	323445	327669	g5873.t1	ENOG503NY7U	PLP
SMF134:HTR29	409448	414236	g5908.t1	ENOG503NY7U	PLP
SMF134:HTR34	242315	245723	g6378.t1	ENOG503NY7U	PLP
